Bike ID,Gender,Birth Year,Age,User Type,Trip Duration,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,Start Time,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Stop Time
42285,Male,1993,28,Subscriber,1222,3280,Astor Place,40.71928220070703,-74.07126188278198,2020-11-01 10:23:19.6350,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020-11-01 10:43:42.2910
43499,Unknown,1969,52,Customer,1090,3280,Astor Place,40.71928220070703,-74.07126188278198,2020-11-01 10:25:39.2130,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020-11-01 10:43:49.4000
45352,Male,1991,30,Subscriber,2011,3187,Warren St,40.721123600000006,-74.03805095,2020-11-01 10:25:49.6650,3187,Warren St,40.721123600000006,-74.03805095,2020-11-01 10:59:21.4340
42435,Male,1995,26,Subscriber,897,3210,Pershing Field,40.742677141,-74.051788633,2020-11-01 10:26:07.5030,3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020-11-01 10:41:05.0210
44239,Female,1991,30,Subscriber,134,3209,Brunswick St,40.7241765,-74.05065640000001,2020-11-01 10:26:17.2810,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020-11-01 10:28:31.8240
42314,Unknown,1969,52,Customer,550,3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020-11-01 10:27:12.3460,3213,Van Vorst Park,40.71848892,-74.047726625,2020-11-01 10:36:23.0470
42580,Unknown,1969,52,Customer,547,3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020-11-01 10:27:18.2770,3213,Van Vorst Park,40.71848892,-74.047726625,2020-11-01 10:36:25.4270
42634,Female,1986,35,Subscriber,1800,3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020-11-01 10:29:07.5770,3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020-11-01 10:59:08.3020
43572,Male,1987,34,Subscriber,367,3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020-11-01 10:29:26.3920,3209,Brunswick St,40.7241765,-74.05065640000001,2020-11-01 10:35:33.5990
42591,Male,1956,65,Subscriber,1154,3267,Morris Canal,40.7124188237569,-74.03852552175522,2020-11-01 10:29:39.4520,3267,Morris Canal,40.7124188237569,-74.03852552175522,2020-11-01 10:48:54.3080
45150,Male,1977,44,Subscriber,871,3185,City Hall,40.717732500000004,-74.04384499999999,2020-11-01 10:30:24.3280,3280,Astor Place,40.71928220070703,-74.07126188278198,2020-11-01 10:44:55.3910
44392,Female,1982,39,Subscriber,1096,3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020-11-01 10:31:46.6060,3267,Morris Canal,40.7124188237569,-74.03852552175522,2020-11-01 10:50:02.6250
42528,Female,1964,57,Subscriber,339,3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020-11-01 10:32:04.2750,3483,Montgomery St,40.71942,-74.05099,2020-11-01 10:37:43.7270
35358,Male,1991,30,Subscriber,1122,3195,Sip Ave,40.73089709786179,-74.06391263008119,2020-11-01 10:32:37.0830,3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020-11-01 10:51:19.8880
27485,Female,1995,26,Customer,9162,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020-11-01 10:33:26.2220,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020-11-01 13:06:08.3950
42133,Male,1962,59,Subscriber,1542,3185,City Hall,40.717732500000004,-74.04384499999999,2020-11-01 10:35:23.3590,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020-11-01 11:01:06.2510
